visualization_filename, serialization
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_70.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', X( tau, 'Inspect publication date field' ), +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_80.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( 'Revise procedure', ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', 'Inspect publication date field', +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), 'Broadcast' ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_17_and_19_noise_90.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( +( 'Revise procedure', ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Produce procedure confirmation', ->( +( 'Ordinary procedure without MER', ->( +( 'Stop on request', ->( 'Evaluate provisional charges', 'Action by competent authority', 'Refer to the competent authority', +( 'Log date termination request documented', ->( 'Create termination request message', +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', +( 'Register the deadline', ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request', +( 'Log termination request senddate', 'Terminate request notice' ), +( 'Phase case dealt with', 'Case phase archived' ), 'Premature termination of procedure phase', 'Inspect publication date field', +( 'Phase procedure cancelled', 'Conclude the case' ) ) ) ) ) ) ) ) ), 'Update BAG administrator' ) ), 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), 'Broadcast' ) ), X( 'Inspect field for phased application', ->( 'Generate subcases completeness', 'Resolve subcases completeness' ) ) ) ), 'Form publication document' ) ), 'Subcases completeness fulfilled' ) ) ) ), 'Accomplish request' ) ), 'Step application receptive' )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( X( tau, 'Stop on request' ), ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), X( tau, +( X( tau, 'Terminate request notice' ), ->( X( tau, 'Premature termination of procedure phase' ), X( tau, 'Log termination request senddate' ) ) ) ), X( tau, +( 'Phase procedure cancelled', 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Register the deadline', X( tau, ->( +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ), X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_20.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Commence WABOprocedure' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( X( tau, 'Stop on request' ), ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), +( X( tau, 'Terminate request notice' ), ->( X( tau, 'Premature termination of procedure phase' ), X( tau, 'Log termination request senddate' ) ) ), +( 'Phase procedure cancelled', 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Register the deadline', X( tau, ->( +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ), X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_30.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( X( tau, 'Revise procedure' ), ->( *( ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( X( tau, 'Permit not needed or only notification required' ), ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Produce procedure confirmation' ), ->( +( X( tau, 'Ordinary procedure without MER' ), ->( +( 'Stop on request', ->( X( tau, 'Evaluate provisional charges' ), X( tau, 'Action by competent authority' ), X( tau, 'Refer to the competent authority' ), X( tau, +( 'Log date termination request documented', ->( X( tau, 'Create termination request message' ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, ->( 'Register senddate procedure confirmation', X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ), +( X( tau, 'Terminate request notice' ), ->( X( tau, 'Premature termination of procedure phase' ), X( tau, 'Log termination request senddate' ) ) ), +( 'Phase procedure cancelled', 'Conclude the case', ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Register the deadline', X( tau, ->( +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ), X( tau, ->( 'Record senddate for confirmation request', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Update BAG administrator' ) ) ), X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ) ) ), X( tau, ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ), ->( 'Broadcast', X( tau, 'Inspect field for phased application' ) ) ) ) ), X( tau, 'Commence WABOprocedure' ) ), tau ), X( tau, 'Form publication document' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_40.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( 'OLO messages active', +( X( tau, 'Register the deadline' ), ->( +( X( tau, 'Revise procedure' ), ->( +( *( 'Transmit confirmation receipt', tau ), ->( +( 'Permit not needed or only notification required', ->( 'Applicant plays stakeholder role', +( 'Stop on request', ->( X( tau, 'Evaluate provisional charges' ), X( ->( 'Action by competent authority', X( tau, 'Create termination request message' ) ), +( 'Log date termination request documented', ->( +( 'Forward procedure confirmation', ->( 'Register senddate procedure confirmation', X( tau, 'Record senddate for confirmation request' ) ) ), X( tau, ->( 'Retrieve missing data', 'Log date retrieve missing data' ) ) ) ) ) ) ), X( tau, ->( 'Refer to the competent authority', 'Ordinary procedure without MER', 'Produce procedure confirmation' ) ), X( tau, 'Broadcast' ) ) ), X( tau, 'Inspect field for phased application', ->( 'Generate subcases completeness', X( tau, 'Resolve subcases completeness' ) ) ) ) ), X( tau, 'Form publication document' ) ) ), X( tau, +( X( tau, 'Terminate request notice' ), ->( 'Premature termination of procedure phase', 'Log termination request senddate' ) ) ) ) ), X( tau, 'Commence WABOprocedure' ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, ->( X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), 'Phase procedure cancelled' ) ), X( tau, ->( X( tau, ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ), 'Conclude the case' ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_50.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( X( tau, ->( 'Evaluate provisional charges', 'Action by competent authority', 'Create termination request message' ) ), +( 'Log date termination request documented', ->( +( *( 'Transmit confirmation receipt', tau ), ->( X( tau, 'Applicant plays stakeholder role' ), +( 'Permit not needed or only notification required', ->( 'Refer to the competent authority', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast' ) ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), X( tau, 'Stop on request' ), +( 'Terminate request notice', ->( 'Premature termination of procedure phase', 'Log termination request senddate' ) ), 'Terminate all running subcases 2b', +( 'Phase case dealt with', 'Case phase archived' ), 'Inspect publication date field' ) ), X( tau, 'Register the deadline' ), X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), X( tau, 'Phase procedure cancelled' ), X( tau, 'Conclude the case' ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_60.svg', "->( +( X( tau, 'Register publication date' ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( X( tau, ->( 'Evaluate provisional charges', 'Action by competent authority', 'Create termination request message' ) ), +( 'Log date termination request documented', ->( +( *( 'Transmit confirmation receipt', tau ), ->( 'Applicant plays stakeholder role', +( 'Permit not needed or only notification required', ->( 'Refer to the competent authority', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast' ) ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), X( tau, 'Stop on request' ), +( 'Terminate request notice', ->( 'Premature termination of procedure phase', 'Log termination request senddate' ) ), 'Terminate all running subcases 2b', +( 'Phase case dealt with', 'Case phase archived' ), 'Inspect publication date field' ) ), X( tau, 'Register the deadline' ), X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), X( tau, 'Phase procedure cancelled' ), X( tau, 'Conclude the case' ), X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_70.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( X( tau, ->( 'Evaluate provisional charges', 'Action by competent authority', 'Create termination request message' ) ), +( 'Log date termination request documented', ->( +( *( 'Transmit confirmation receipt', tau ), ->( 'Applicant plays stakeholder role', +( 'Permit not needed or only notification required', ->( 'Refer to the competent authority', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast' ) ), X( tau, 'Inspect field for phased application' ) ) ), X( tau, ->( 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data' ) ), 'Stop on request', +( 'Terminate request notice', ->( 'Premature termination of procedure phase', 'Log termination request senddate' ) ), 'Terminate all running subcases 2b', +( 'Phase case dealt with', 'Case phase archived' ), 'Inspect publication date field' ) ), 'Register the deadline', X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), X( tau, 'Phase procedure cancelled' ), 'Conclude the case', X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_80.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( 'Evaluate provisional charges', X( ->( 'Action by competent authority', 'Create termination request message' ), ->( 'Permit not needed or only notification required', 'Refer to the competent authority', X( ->( 'Generate subcases completeness', 'Revise procedure', 'Resolve subcases completeness' ), ->( 'Update BAG administrator', 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', 'Stop on request', +( 'Log date termination request documented', ->( 'Premature termination of procedure phase', X( 'Terminate all running subcases 2b', +( 'Log termination request senddate', 'Terminate request notice' ) ), +( 'Phase case dealt with', 'Case phase archived' ), 'Inspect publication date field' ) ), 'Applicant plays stakeholder role', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Inspect field for phased application', 'Transmit confirmation receipt', 'Register the deadline', X( tau, ->( 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request' ) ), 'Phase procedure cancelled', 'Conclude the case', X( tau, 'Subcases completeness fulfilled' ) ) ) ) ), X( tau, 'Accomplish request' ) ) ), X( tau, 'Step application receptive' ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_18_and_19_noise_90.svg', "->( +( 'Register publication date', 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( 'Reception through OLO portal', 'OLO messages active' ), +( 'Commence WABOprocedure', ->( 'Evaluate provisional charges', X( ->( 'Action by competent authority', 'Create termination request message' ), ->( 'Permit not needed or only notification required', 'Refer to the competent authority', X( ->( 'Generate subcases completeness', 'Revise procedure', 'Resolve subcases completeness' ), ->( 'Update BAG administrator', 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ) ) ), 'Register senddate procedure confirmation', 'Retrieve missing data', 'Log date retrieve missing data', 'Stop on request', +( 'Log date termination request documented', ->( 'Premature termination of procedure phase', X( 'Terminate all running subcases 2b', +( 'Log termination request senddate', 'Terminate request notice' ) ), +( 'Phase case dealt with', 'Case phase archived' ), 'Inspect publication date field' ) ), 'Applicant plays stakeholder role', 'Ordinary procedure without MER', 'Produce procedure confirmation', 'Broadcast', 'Inspect field for phased application', 'Transmit confirmation receipt', 'Register the deadline', 'Create termination decision on request', 'Enter date of publishing received request', 'Register termination decision date', 'Enact termination decision on request', 'Phase procedure cancelled', 'Conclude the case', 'Subcases completeness fulfilled' ) ) ) ), 'Accomplish request' ) ), 'Step application receptive' )")
('BPIC15_5_rev/process_tree_case_size_betwee_19_and_20_noise_10.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( tau, 'Reception through OLO portal' ), *( +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( X( tau, 'Produce procedure confirmation' ), ->( X( tau, 'Broadcast' ), +( X( tau, 'Form publication document' ), ->( X( tau, 'Inspect field for phased application' ), +( X( tau, 'Commence WABOprocedure' ), ->( X( tau, 'Review BAG items' ), *( X( ->( 'Generate subcases completeness', 'Revise procedure' ), ->( X( tau, 'Register publication date', 'OLO messages active' ), +( X( tau, 'Conclude the case' ), ->( +( X( tau, 'Log date termination request documented' ), ->( X( tau, 'Register senddate procedure confirmation' ), +( X( tau, 'Stop on request' ), ->( X( tau, +( *( 'Transmit confirmation receipt', tau ), X( tau, ->( 'Applicant plays stakeholder role', 'Evaluate provisional charges' ) ) ) ), X( tau, ->( +( 'draft letter stating no permit required', 'phase only needs notification' ), X( tau, 'document senddate letter no permit or notification required' ) ), ->( X( tau, ->( 'Action by competent authority', 'Create termination request message' ) ), 'Premature termination of procedure phase', X( tau, ->( 'Terminate request notice', 'Log termination request senddate' ) ) ) ), X( tau, *( *( ->( X( 'Register termination decision date', ->( X( 'Phase procedure cancelled', 'Register the deadline' ), X( tau, 'Record senddate for confirmation request' ) ) ), X( tau, ->( 'Forward procedure confirmation', X( tau, 'Interrupt term' ), +( 'Create termination decision on request', 'Enter date of publishing received request' ) ) ), X( tau, 'Enact termination decision on request' ) ), tau ), tau ) ) ) ) ) ), X( tau, ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ) ) ) ), tau ) ) ) ) ) ) ) ) ) ) ), tau ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, ->( 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_19_and_20_noise_20.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( X( tau, 'Register senddate acknowledgement' ), ->( X( tau, 'Reception through OLO portal' ), *( +( X( tau, 'Refer to the competent authority' ), ->( X( tau, 'Update BAG administrator' ), X( tau, ->( 'phase only needs notification', 'draft letter stating no permit required', 'document senddate letter no permit or notification required' ) ), +( X( tau, 'Ordinary procedure without MER' ), ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), +( X( tau, 'Produce procedure confirmation' ), ->( X( tau, 'Broadcast' ), X( tau, ->( 'Generate subcases completeness', 'Revise procedure' ) ), X( tau, ->( X( tau, 'Form publication document' ), X( 'Inspect field for phased application', 'OLO messages active' ) ) ), +( X( tau, 'Commence WABOprocedure' ), ->( X( tau, 'Review BAG items' ), +( *( 'Transmit confirmation receipt', tau ), X( tau, ->( X( tau, 'Applicant plays stakeholder role' ), +( X( tau, 'Evaluate provisional charges' ), ->( X( tau, ->( 'Action by competent authority', 'Create termination request message' ) ), +( X( tau, 'Log date termination request documented' ), ->( X( tau, 'Register senddate procedure confirmation' ), +( X( tau, 'Register the deadline' ), ->( X( tau, +( X( tau, 'Conclude the case' ), ->( +( X( tau, 'Phase procedure cancelled' ), ->( +( 'Stop on request', X( tau, +( 'Create termination decision on request', 'Enact termination decision on request', *( X( 'Register termination decision date', 'Record senddate for confirmation request' ), ->( 'Forward procedure confirmation', X( tau, 'Interrupt term' ), 'Enter date of publishing received request' ) ) ) ) ), X( tau, ->( 'Premature termination of procedure phase', X( tau, ->( 'Terminate request notice', 'Log termination request senddate' ) ) ) ) ) ), X( tau, ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ) ) ) ), X( tau, 'Register publication date' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), tau ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, ->( 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
('BPIC15_5_rev/process_tree_case_size_betwee_19_and_20_noise_30.svg', "->( +( X( tau, *( 'Permit not needed or only notification required', tau ) ), 'Step application received', 'Enter submission date request', ->( +( 'Register senddate acknowledgement', ->( X( tau, 'Reception through OLO portal' ), *( *( X( 'OLO messages active', ->( X( ->( 'Transmit confirmation receipt', X( tau, 'Applicant plays stakeholder role' ) ), ->( 'Refer to the competent authority', 'Ordinary procedure without MER', X( tau, ->( X( tau, 'compose notification only letter', ->( 'Mandatory Environmental Report required', 'Regular procedural activities', 'Phased application' ) ), 'Produce procedure confirmation', X( tau, 'Broadcast' ) ) ), X( tau, ->( 'Generate subcases completeness', 'Revise procedure' ) ), X( tau, ->( 'Form publication document', X( tau, 'Inspect field for phased application' ) ) ), X( tau, ->( 'Commence WABOprocedure', X( tau, 'Review BAG items' ) ) ) ) ), X( tau, +( X( tau, 'Evaluate provisional charges' ), ->( X( tau, ->( 'Action by competent authority', 'Create termination request message' ) ), +( X( tau, 'Forward procedure confirmation' ), ->( X( tau, 'Interrupt term' ), +( X( tau, 'Log date termination request documented' ), ->( X( tau, 'Register senddate procedure confirmation' ), +( X( tau, 'Register the deadline' ), ->( X( tau, 'Record senddate for confirmation request' ), +( 'Stop on request', X( tau, +( 'Create termination decision on request', 'Enter date of publishing received request' ) ) ), X( tau, ->( 'Premature termination of procedure phase', X( tau, ->( 'Terminate request notice', 'Log termination request senddate' ) ) ), ->( X( tau, 'Register termination decision date' ), X( tau, 'Enact termination decision on request' ) ) ), X( tau, ->( 'Phase procedure cancelled', X( tau, ->( X( tau, 'Terminate all running subcases 2b' ), +( 'Phase case dealt with', 'Case phase archived' ), X( tau, 'Inspect publication date field' ) ) ), 'Conclude the case' ) ), X( tau, 'Register publication date' ) ) ) ) ) ) ) ) ) ) ) ), tau ), tau ) ) ), X( tau, ->( 'Decision date set before decision', 'create cover letter indicating no permit required' ) ) ) ), X( tau, ->( 'Accomplish request', 'Span for supplying missing data', 'Create letter requesting data', 'Phase asked for further information', 'Retrieve missing data', 'Log date retrieve missing data' ), ->( 'Define decision status', 'activity phase with no permit needed', 'create decision for no permit', 'dispatch phase decision no permit required', 'decision created for no permit', 'phase decision for no permit required set', *( 'note senddate letter no permit required', 'log decision date no permit required' ) ) ) )")
