visualization_filename, serialization
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_10.svg', "->( +( 'Stage application received', 'Log submission date request', 'Send to the competent authority', 'Record senddate acknowledgement', ->( X( tau, 'Reception via OLO' ), +( *( 'Dispatch confirmation receipt', tau ), ->( +( X( tau, 'Record senddate procedure confirmation' ), ->( X( tau, ->( X( tau, 'log senddate letter no permit or notification needed' ), 'OLO communication active' ) ), +( 'Standard procedure without MER', X( tau, 'Dispatch procedure confirmation' ), ->( X( tau, 'No permit required or only notification needed' ), +( X( tau, 'Notify BAG administrator' ), ->( X( tau, 'Mandatory Environmental Report required' ), +( X( tau, 'End on request' ), X( tau, ->( X( tau, +( X( tau, 'Suspend duration' ), ->( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'WAW permit aspect considered' ) ) ), X( tau, +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ) ) ), X( tau, ->( X( tau, 'MER included' ), 'Regular procedure activities' ) ) ) ) ), X( tau, 'Phased application' ) ) ) ) ) ) ), X( tau, ->( X( tau, ->( 'First or second phase', 'Term 14 or 26 weeks' ) ), 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Begin WABOprocedure' ) ) ) ) ) ), X( tau, 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), +( 'Log deadline', ->( 'Phase procedure cancelled', X( tau, ->( X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_20.svg', "->( +( 'Stage application received', X( tau, 'Suspend duration' ), 'Log submission date request', 'Send to the competent authority', ->( *( ->( X( tau, 'OLO communication active', 'Record senddate acknowledgement' ), X( tau, ->( X( tau, ->( 'No permit required or only notification needed', 'Applicant is a stakeholder' ) ), +( *( 'Dispatch confirmation receipt', tau ), X( tau, ->( 'Standard procedure without MER', X( tau, ->( X( 'Mandatory Environmental Report required', 'MER included' ), 'Regular procedure activities', X( 'Phased application', ->( 'First or second phase', 'Term 14 or 26 weeks' ) ), X( tau, ->( 'Generate procedure confirmation', 'Release' ) ) ) ) ) ) ), X( tau, 'Record senddate procedure confirmation' ), X( tau, 'Dispatch procedure confirmation' ), X( tau, 'End on request' ), X( tau, ->( 'Check field phased application', 'Begin WABOprocedure' ) ) ) ) ), tau ), X( tau, ->( X( tau, 'WAW permit aspect considered' ), +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ) ) ), X( tau, 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), +( 'Log deadline', ->( 'Phase procedure cancelled', X( tau, ->( X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_30.svg', "->( +( 'Stage application received', 'Log submission date request', 'Send to the competent authority', ->( X( tau, ->( 'No permit required or only notification needed', 'Applicant is a stakeholder' ) ), +( 'Record senddate acknowledgement', ->( 'OLO communication active', +( *( 'Dispatch confirmation receipt', tau ), ->( 'Standard procedure without MER', X( tau, ->( X( tau, 'Mandatory Environmental Report required' ), 'Regular procedure activities', X( 'Phased application', ->( 'First or second phase', 'Term 14 or 26 weeks' ) ), 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Begin WABOprocedure' ) ) ) ) ) ) ) ), X( tau, +( X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation' ) ), X( tau, ->( X( tau, 'WAW permit aspect considered' ), +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ), X( tau, 'Suspend duration' ), X( tau, 'End on request' ), X( tau, 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), +( 'Log deadline', ->( 'Phase procedure cancelled', X( tau, ->( X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_40.svg', "->( +( 'Stage application received', 'Log submission date request', 'Send to the competent authority', 'Record senddate acknowledgement', ->( 'OLO communication active', +( *( 'Dispatch confirmation receipt', tau ), ->( 'Standard procedure without MER', X( tau, ->( 'Mandatory Environmental Report required', 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release', 'Check field phased application', 'Begin WABOprocedure' ) ) ) ) ) ), +( X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation' ), X( tau, ->( X( tau, 'WAW permit aspect considered' ), +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ), X( tau, 'Suspend duration' ), X( tau, 'End on request' ), X( 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), +( 'Phase procedure cancelled', X( tau, 'Log deadline' ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_50.svg', "->( 'Log submission date request', 'OLO communication active', 'Stage application received', +( *( 'Dispatch confirmation receipt', tau ), X( tau, 'Record senddate acknowledgement' ) ), 'Send to the competent authority', 'Standard procedure without MER', +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), X( tau, 'End on request' ), X( 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), X( tau, ->( 'Stop all running subcases 2b', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ), 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_60.svg', "->( +( 'Log submission date request', X( tau, 'Record senddate acknowledgement' ) ), X( tau, 'log senddate letter no permit or notification needed' ), 'OLO communication active', 'Stage application received', X( tau, ->( X( 'Notify BAG administrator', 'No permit required or only notification needed', 'Reception via OLO' ), +( 'Suspend duration', ->( 'Applicant is a stakeholder', X( tau, 'WAW permit aspect considered' ), +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ) ) ), +( 'Send to the competent authority', *( 'Dispatch confirmation receipt', tau ), ->( 'Standard procedure without MER', 'Mandatory Environmental Report required', 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release' ) ), X( tau, +( X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation' ) ), X( tau, 'End on request' ), X( 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), X( tau, ->( 'Stop all running subcases 2b', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ), 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_70.svg', "->( X( tau, ->( 'Log submission date request', X( tau, 'log senddate letter no permit or notification needed' ), 'OLO communication active', 'Stage application received' ) ), X( 'Notify BAG administrator', 'No permit required or only notification needed', 'Reception via OLO' ), +( 'Suspend duration', ->( 'Applicant is a stakeholder', 'WAW permit aspect considered', +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ), +( 'Send to the competent authority', *( 'Dispatch confirmation receipt', tau ), ->( 'Standard procedure without MER', 'Mandatory Environmental Report required', 'Regular procedure activities', 'Phased application', 'Generate procedure confirmation', 'Release' ) ), +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'End on request', X( 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), X( tau, ->( 'Stop all running subcases 2b', 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ), 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_16_and_18_noise_80.svg', "->( X( tau, ->( X( 'No permit required or only notification needed', 'Reception via OLO' ), +( 'Suspend duration', ->( 'Applicant is a stakeholder', 'WAW permit aspect considered', +( 'Subcases completeness achieved', ->( 'Handle subcases completeness', 'Modify procedure' ) ) ) ), 'Record senddate acknowledgement', 'Log submission date request', X( tau, 'log senddate letter no permit or notification needed' ), 'OLO communication active' ) ), X( 'Mandatory Environmental Report required', 'MER included' ), 'Regular procedure activities', X( 'Phased application', ->( 'First or second phase', 'Term 14 or 26 weeks' ) ), 'Generate procedure confirmation', 'Release', 'Commence phased application', 'Check field phased application', 'Begin WABOprocedure', 'Stage application received', *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', +( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation' ), 'End on request', X( 'Log date publication', *( 'Log date of publishing received request', tau ), ->( 'Complete request', 'Dispatch letter in progress', 'Stage application receptive' ), ->( X( ->( 'Log date termination request received', +( 'Record senddate termination request', 'Terminate request message' ) ), ->( 'phase demands only notification', 'draft letter for no permit or notification required' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority', 'Phase archived case', 'Phase case managed' ) ), 'Stop all running subcases 2b', 'submit request towards the competent authority', 'log the senddate for letter to the authority', 'Log deadline', 'Phase procedure cancelled', 'Close the case' ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( 'Log submission date request', X( tau, 'OLO communication active' ), +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), X( tau, +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_20.svg', "->( 'Log submission date request', X( tau, 'OLO communication active' ), +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_30.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( *( ->( X( 'Dispatch confirmation receipt', 'Record senddate acknowledgement' ), X( tau, ->( 'Send to the competent authority', X( tau, 'Notify BAG administrator' ) ) ), X( tau, ->( X( tau, 'Standard procedure without MER' ), X( ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ), ->( X( tau, 'Record senddate procedure confirmation' ), X( ->( X( tau, ->( 'Dispatch procedure confirmation', X( tau, 'Suspend duration' ) ) ), +( X( tau, ->( 'Applicant is a stakeholder', X( tau, 'Compute provisional charges' ) ) ), 'End on request' ) ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ) ) ) ) ) ), tau ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'draft forwarding copy', 'send confirmation to competent authority', 'forward phase to competent authority' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', X( tau, ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ) ), X( tau, 'Stop all running subcases 2b' ), 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', X( tau, +( 'Handle subcases completeness', 'Subcases completeness achieved' ) ) ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_40.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log deadline' ), ->( +( X( tau, 'Log date termination request received' ), ->( *( ->( +( *( 'Dispatch confirmation receipt', tau ), ->( X( tau, ->( 'Applicant is a stakeholder', 'Compute provisional charges' ) ), +( 'Record senddate acknowledgement', ->( +( X( tau, 'Record senddate procedure confirmation' ), ->( X( tau, ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date' ) ), 'Reception via OLO' ) ), 'Send to the competent authority', 'Standard procedure without MER' ) ), X( tau, ->( X( tau, ->( 'MER included', 'Regular procedure activities' ) ), +( 'Begin WABOprocedure', ->( X( tau, ->( 'Check field phased application', 'Phased application' ) ), 'Generate procedure confirmation', 'Release' ) ) ) ) ) ) ) ), X( tau, ->( 'Dispatch procedure confirmation', 'Suspend duration' ) ), X( tau, 'End on request' ) ), tau ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), +( 'Phase procedure cancelled', ->( X( tau, ->( 'Prematurely terminated phase procedure', 'Log date publication' ) ), 'Phase archived case', 'Phase case managed' ) ), 'Stop all running subcases 2b', 'Close the case', X( tau, ->( 'submit request towards the competent authority', 'log the senddate for letter to the authority' ) ) ) ) ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( +( 'Modify procedure', 'Handle subcases completeness', 'Subcases completeness achieved' ), X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_50.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', X( tau, 'Log date termination request received' ), ->( X( tau, ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline' ) ), X( tau, 'Record senddate acknowledgement' ), X( tau, 'Reception via OLO' ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, ->( 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration' ) ), X( tau, 'End on request' ), X( tau, 'Competent authority initiative' ) ) ), X( tau, ->( X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled' ) ), X( tau, ->( 'Stop all running subcases 2b', 'Close the case' ) ), X( tau, 'WAW permit aspect considered' ), X( tau, ->( X( tau, 'Subcases completeness achieved' ), 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_60.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( X( tau, 'Record senddate acknowledgement' ), +( X( tau, 'Log date termination request received' ), ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', X( tau, 'WAW permit aspect considered' ), X( tau, 'Subcases completeness achieved' ), 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_70.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( X( tau, 'Record senddate acknowledgement' ), +( X( tau, 'Log date termination request received' ), ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', X( tau, 'Record senddate procedure confirmation' ), 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', X( tau, 'WAW permit aspect considered' ), 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_80.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( 'Record senddate acknowledgement', +( 'Log date termination request received', ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', X( tau, 'Competent authority initiative' ) ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', 'WAW permit aspect considered', 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
('BPIC15_2_rev/process_tree_case_size_betwee_18_and_19_noise_90.svg', "->( 'Log submission date request', 'OLO communication active', +( 'Stage application received', ->( 'Record senddate acknowledgement', +( 'Log date termination request received', ->( X( ->( 'Applicant is a stakeholder', 'Compute provisional charges' ), ->( 'Log senddate for confirmation request', 'Register termination decision date', 'Log deadline', 'Reception via OLO' ) ), *( 'Dispatch confirmation receipt', tau ), 'Send to the competent authority', 'Standard procedure without MER', 'Record senddate procedure confirmation', 'Dispatch procedure confirmation', 'Suspend duration', 'End on request', 'Competent authority initiative' ) ) ) ), X( ->( 'Create termination decision on request', 'Execute termination decision on request' ), ->( 'Create terminate request message', 'Check publication date field' ) ), 'Phase archived case', 'Phase case managed', 'Phase procedure cancelled', 'Stop all running subcases 2b', 'Close the case', 'WAW permit aspect considered', 'Subcases completeness achieved', 'Handle subcases completeness', 'Modify procedure', X( *( 'Log date of publishing received request', tau ), ->( 'Complete request', X( ->( 'Dispatch letter in progress', 'Stage application receptive' ), ->( 'Time for supplying missing data', 'Draft letter requesting missing data', 'Create subcases completeness', 'Recover missing data', 'Phase requested additional information', 'Log senddate retrieve missing data' ) ) ) ) )")
