visualization_filename, serialization
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_10.svg', "->( +( 'Input submission date request', ->( X( tau, 'OLO messaging live' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Phase procedure aborted' ), ->( +( X( tau, 'Register due date' ), ->( *( ->( X( tau, *( 'Log date publishing received request', tau ) ), *( ->( +( X( tau, 'Document date publication' ), ->( +( X( tau, *( 'Provide confirmation receipt', tau ) ), ->( +( X( tau, 'Applicant considered stakeholder' ), ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, 'MER listed' ), *( X( 'No permit needed or just notification needed', ->( X( tau, ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), X( tau, 'Routine procedure activities' ), X( tau, +( X( tau, 'Distribute' ), ->( X( tau, +( X( tau, 'Phased application' ), ->( X( tau, 'Draft procedure confirmation' ), X( tau, ->( 'Initiate WABOprocedure', X( tau, 'Inspect field phased application' ) ) ) ) ) ), X( tau, 'Input senddate procedure confirmation' ), X( tau, +( X( tau, 'Finalize request' ), ->( X( tau, +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ) ) ) ), X( tau, 'WAW permit aspect included' ) ) ) ), X( tau, ->( 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ), ->( X( tau, +( X( tau, 'Cease on request' ), X( tau, ->( X( tau, ->( 'Competent authority action taken', X( tau, 'Initiate terminate request message' ) ) ), X( tau, +( X( tau, 'Examine publication date field' ), ->( X( tau, 'Cease all running subcases 2b' ), X( tau, 'case closure' ), X( tau, 'Phase procedure ended prematurely' ) ) ) ), X( tau, 'Enter date termination request received' ), X( tau, +( X( tau, 'Register termination decision date' ), X( tau, 'Log senddate for confirmation request' ) ) ) ) ) ) ), X( tau, 'Input senddate acknowledgement' ) ) ) ) ), tau ) ) ) ) ), X( tau, 'Received via OLO' ) ) ), X( tau, 'Delay term' ) ) ), X( tau, 'Transmit procedure confirmation' ) ), tau ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ) ) ) ) ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', X( tau, 'Enter senddate retrieve missing data' ) ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_20.svg', "->( +( 'Input submission date request', ->( X( tau, 'OLO messaging live' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Phase procedure aborted' ), ->( +( X( tau, 'Register due date' ), ->( *( ->( X( tau, *( 'Log date publishing received request', tau ) ), *( +( X( tau, 'Document date publication' ), ->( *( X( 'Enter date termination request received', +( X( tau, 'Register termination decision date' ), 'Log senddate for confirmation request' ), ->( X( 'Cease on request', 'Received via OLO', 'Provide confirmation receipt', 'Input senddate procedure confirmation', 'Input senddate acknowledgement' ), X( tau, ->( X( tau, *( 'No permit needed or just notification needed', tau ) ), X( tau, ->( X( tau, 'Applicant considered stakeholder' ), X( tau, 'Assess provisional charges', ->( X( tau, 'Alert BAG administrator' ), X( tau, ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), X( tau, 'Routine procedure activities' ) ) ), X( tau, ->( X( tau, 'Phased application' ), X( tau, 'Draft procedure confirmation' ), X( tau, 'Distribute' ), X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ), X( tau, 'Initiate WABOprocedure' ) ) ), X( tau, ->( 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ), ->( X( tau, ->( 'Competent authority action taken', X( tau, 'Initiate terminate request message' ) ) ), X( tau, +( X( tau, 'Examine publication date field' ), ->( X( tau, 'Cease all running subcases 2b' ), X( tau, 'case closure' ), X( tau, 'Phase procedure ended prematurely' ) ) ) ) ) ) ) ), X( tau, 'Transmit procedure confirmation' ) ) ) ) ), tau ), X( tau, 'Delay term' ) ) ), tau ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ) ) ) ) ) ), X( tau, +( 'Timeframe for supplying missing data', 'Finalize request', 'Draft letter for missing data' ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', X( tau, 'Enter senddate retrieve missing data' ) ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_30.svg', "->( X( tau, ->( X( tau, 'Register due date' ), 'Register termination decision date' ) ), X( tau, ->( 'Input senddate acknowledgement', 'Log senddate for confirmation request' ) ), 'Input submission date request', 'OLO messaging live', +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', *( ->( X( tau, *( 'Log date publishing received request', tau ) ), X( tau, 'Received via OLO' ), X( tau, *( 'Provide confirmation receipt', tau ) ), X( tau, ->( 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ) ) ), X( tau, ->( 'Draft procedure confirmation', X( tau, 'Distribute' ), 'Form subcases completeness', 'Amend procedure', X( tau, 'Initiate WABOprocedure' ) ) ), +( X( tau, 'Transmit procedure confirmation' ), X( tau, 'Input senddate procedure confirmation' ) ), X( tau, ->( X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ) ), 'Cease on request' ) ), X( tau, 'Enter date termination request received' ) ), tau ) ), X( +( 'Timeframe for supplying missing data', 'Finalize request', 'Draft letter for missing data' ), ->( X( ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ), +( 'Enter senddate termination request', 'Terminate request notification' ) ), 'Phase procedure aborted' ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', X( tau, 'Enter senddate retrieve missing data' ) ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_40.svg', "->( X( tau, ->( X( tau, 'Register due date' ), 'Register termination decision date' ) ), X( tau, ->( 'Input senddate acknowledgement', 'Log senddate for confirmation request' ) ), 'Input submission date request', X( ->( 'Log date publishing received request', 'Received via OLO' ), ->( 'OLO messaging live', X( tau, ->( X( tau, ->( 'Submit application via OLO', 'Alert BAG administrator' ) ), 'MER listed', 'Routine procedure activities', X( tau, 'Inspect field phased application' ), 'Phased application', 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ) ) ) ), +( 'Transfer to the competent authority', 'Routine procedure without MER', ->( *( 'Provide confirmation receipt', tau ), X( tau, ->( 'Applicant considered stakeholder', X( tau, 'Assess provisional charges' ) ) ), 'Draft procedure confirmation', X( tau, 'Distribute' ), 'Form subcases completeness', 'Amend procedure', +( 'Phase of application received', X( tau, 'Initiate WABOprocedure' ) ) ) ), +( X( tau, 'Cease on request' ), ->( X( +( 'Transmit procedure confirmation', X( tau, 'Input senddate procedure confirmation' ) ), 'Competent authority action taken', 'Enter date termination request received' ), X( tau, 'Initiate terminate request message' ) ) ), X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), ->( X( ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ), +( 'Enter senddate termination request', 'Terminate request notification' ) ), 'Phase procedure aborted' ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', X( tau, 'Enter senddate retrieve missing data' ) ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_50.svg', "->( X( tau, +( 'Input submission date request', ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Phase procedure aborted' ), ->( +( *( 'Provide confirmation receipt', tau ), ->( X( tau, 'Environmental Report required' ), +( 'Applicant considered stakeholder', ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, 'MER listed' ), +( X( tau, 'Register due date' ), ->( *( ->( X( tau, *( 'Log date publishing received request', tau ) ), +( X( tau, 'Transmit procedure confirmation' ), ->( +( X( tau, 'Initiate WABOprocedure' ), ->( X( tau, 'Inspect field phased application' ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, 'Delay term' ), X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), +( X( tau, 'Cease on request' ), ->( +( X( tau, 'Address subcases completeness' ), ->( +( 'Distribute', ->( X( tau, 'WAW permit aspect included' ), X( tau, 'Subcases completeness attained' ), X( tau, 'Routine procedure activities' ), X( tau, 'Phased application' ), 'Draft procedure confirmation' ) ), X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ), X( tau, 'Generate publication document' ), X( tau, +( 'Competent authority action taken', ->( 'Initiate terminate request message', 'Examine publication date field', 'Cease all running subcases 2b', 'case closure' ) ) ), X( tau, 'Phase procedure ended prematurely' ), 'Enter date termination request received', X( tau, 'Document date publication' ) ) ), X( tau, ->( X( tau, 'Register termination decision date' ), 'Input senddate acknowledgement', 'Log senddate for confirmation request' ) ) ) ) ), X( tau, ->( 'First or second part', 'Start phased application', 'Term period of 14 or 26 weeks' ) ) ) ) ) ), X( tau, 'Received via OLO' ) ) ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ) ) ) ) ) ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), 'Phase asked for more information' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_60.svg', "->( X( tau, +( 'Input submission date request', ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', 'Phase procedure aborted', ->( +( *( 'Provide confirmation receipt', tau ), ->( X( tau, 'Environmental Report required' ), +( 'Applicant considered stakeholder', ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, 'MER listed' ), +( X( tau, 'Register due date' ), ->( *( ->( X( tau, *( 'Log date publishing received request', tau ) ), +( 'Transmit procedure confirmation', ->( X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), +( X( tau, 'Initiate WABOprocedure' ), ->( X( tau, 'Inspect field phased application' ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, 'Delay term' ), +( X( tau, 'Cease on request' ), ->( +( X( tau, 'Address subcases completeness' ), ->( +( 'Distribute', ->( X( tau, 'WAW permit aspect included' ), X( tau, 'Subcases completeness attained' ), X( tau, 'Routine procedure activities' ), X( tau, 'Phased application' ), 'Draft procedure confirmation' ) ), X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ), X( tau, 'Generate publication document' ), X( tau, +( 'Competent authority action taken', ->( 'Initiate terminate request message', 'Examine publication date field', 'Cease all running subcases 2b', 'case closure' ) ) ), X( tau, 'Phase procedure ended prematurely' ), 'Enter date termination request received', 'Document date publication' ) ), X( tau, ->( X( tau, 'Register termination decision date' ), 'Input senddate acknowledgement', 'Log senddate for confirmation request' ) ) ) ), X( tau, ->( 'First or second part', 'Start phased application', 'Term period of 14 or 26 weeks' ) ) ) ) ) ) ), X( tau, 'Received via OLO' ) ) ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ) ) ) ) ) ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), 'Phase asked for more information' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_70.svg', "->( X( tau, +( 'Input submission date request', ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', 'Phase procedure aborted', ->( +( *( 'Provide confirmation receipt', tau ), ->( X( tau, 'Environmental Report required' ), +( 'Applicant considered stakeholder', ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, 'MER listed' ), +( X( tau, 'Register due date' ), ->( *( X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), *( *( X( 'Received via OLO', 'Initiate WABOprocedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation', 'Input senddate acknowledgement', 'Enter date termination request received', ->( X( 'Inspect field phased application', 'Routine procedure activities' ), 'Phased application', 'First or second part', 'Start phased application', 'Term period of 14 or 26 weeks' ), ->( X( 'Delay term', +( 'Register termination decision date', 'Log senddate for confirmation request' ), ->( 'Draft procedure confirmation', +( 'Distribute', X( tau, 'WAW permit aspect included' ) ), 'Form subcases completeness' ) ), X( ->( X( tau, ->( 'Address subcases completeness', 'Subcases completeness attained' ) ), 'Amend procedure' ), ->( X( tau, 'Generate publication document' ), +( X( tau, 'Examine publication date field' ), ->( X( 'case closure', ->( X( 'Document date publication', ->( 'Competent authority action taken', 'Initiate terminate request message' ) ), 'Cease on request' ) ), X( tau, 'Phase procedure ended prematurely' ) ) ) ) ) ) ), tau ), tau ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', 'halt proceedings after request termination' ) ) ) ) ) ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), 'Phase asked for more information' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_80.svg', "->( X( tau, +( 'Input submission date request', ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', 'Phase procedure aborted', ->( +( *( 'Provide confirmation receipt', tau ), ->( X( tau, 'Environmental Report required' ), +( 'Applicant considered stakeholder', ->( 'Assess provisional charges', +( 'Alert BAG administrator', ->( X( tau, 'MER listed' ), +( X( tau, 'Register due date' ), ->( *( X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), *( *( X( 'Received via OLO', 'Initiate WABOprocedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation', 'Input senddate acknowledgement', 'Enter date termination request received', ->( X( 'Inspect field phased application', 'Routine procedure activities' ), 'Phased application', 'First or second part', 'Start phased application', 'Term period of 14 or 26 weeks' ), ->( X( 'Delay term', +( 'Register termination decision date', 'Log senddate for confirmation request' ), ->( 'Draft procedure confirmation', +( 'Distribute', X( tau, 'WAW permit aspect included' ) ), 'Form subcases completeness' ) ), X( ->( X( tau, ->( 'Address subcases completeness', 'Subcases completeness attained' ) ), 'Amend procedure' ), ->( X( tau, 'Generate publication document' ), +( 'Examine publication date field', ->( X( 'case closure', ->( X( 'Document date publication', ->( 'Competent authority action taken', 'Initiate terminate request message' ) ), 'Cease on request' ) ), 'Phase procedure ended prematurely' ) ) ) ) ) ), tau ), tau ) ), tau ), X( +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', 'halt proceedings after request termination' ) ) ) ) ) ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), 'Phase asked for more information' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_17_and_19_noise_90.svg', "->( X( tau, +( 'Input submission date request', ->( 'OLO messaging live', X( tau, 'Submit application via OLO' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', 'Phase procedure aborted', ->( +( *( 'Provide confirmation receipt', tau ), ->( X( tau, 'Environmental Report required' ), +( 'Applicant considered stakeholder', ->( 'Assess provisional charges', +( 'Alert BAG administrator', ->( X( tau, 'MER listed' ), +( 'Register due date', ->( *( X( ->( 'Finalize request', +( 'Timeframe for supplying missing data', 'Draft letter for missing data' ) ), *( *( X( 'Received via OLO', 'Initiate WABOprocedure', 'Transmit procedure confirmation', 'Input senddate procedure confirmation', 'Input senddate acknowledgement', 'Enter date termination request received', ->( X( 'Inspect field phased application', 'Routine procedure activities' ), 'Phased application', 'First or second part', 'Start phased application', 'Term period of 14 or 26 weeks' ), ->( X( 'Delay term', +( 'Register termination decision date', 'Log senddate for confirmation request' ), ->( 'Draft procedure confirmation', +( 'Distribute', X( tau, 'WAW permit aspect included' ) ), 'Form subcases completeness' ) ), X( ->( 'Address subcases completeness', 'Subcases completeness attained', 'Amend procedure' ), ->( 'Generate publication document', +( 'Examine publication date field', ->( X( 'case closure', ->( X( 'Document date publication', ->( 'Competent authority action taken', 'Initiate terminate request message' ) ), 'Cease on request' ) ), 'Phase procedure ended prematurely' ) ) ) ) ) ), tau ), tau ) ), tau ), X( +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', 'halt proceedings after request termination' ) ) ) ) ) ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), 'Phase asked for more information' ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( +( 'Input submission date request', ->( X( tau, 'OLO messaging live' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Enter date termination request received' ), ->( +( X( tau, 'Phase procedure aborted' ), ->( +( X( tau, 'Register due date' ), ->( *( ->( X( tau, *( 'Log date publishing received request', tau ) ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, ->( X( tau, +( X( tau, 'Input senddate acknowledgement' ), X( tau, +( 'Register termination decision date', 'Log senddate for confirmation request' ) ) ) ), X( tau, 'Received via OLO' ), X( tau, *( 'Provide confirmation receipt', tau ) ) ) ), +( X( tau, 'Applicant considered stakeholder' ), ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, 'MER listed' ), +( X( tau, 'Initiate WABOprocedure' ), ->( X( tau, ->( 'Draft procedure confirmation', X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ) ) ) ), +( X( tau, 'Routine procedure activities' ), ->( X( tau, ->( X( tau, 'Inspect field phased application' ), 'Phased application', 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ) ), +( X( tau, 'Transmit procedure confirmation' ), X( tau, ->( X( tau, 'Delay term' ), +( X( tau, 'Distribute' ), ->( X( tau, 'WAW permit aspect included' ), +( X( tau, 'Cease on request' ), X( tau, ->( X( tau, 'Document date publication' ), X( tau, +( X( tau, *( 'No permit needed or just notification needed', tau ) ), ->( X( tau, ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), X( tau, +( X( tau, 'Timeframe for supplying missing data' ), 'Amend procedure', X( tau, 'Draft letter for missing data' ), ->( X( tau, 'Form subcases completeness' ), X( tau, 'Finalize request' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ), ->( 'Examine publication date field', 'Cease all running subcases 2b', X( tau, 'case closure' ) ) ) ) ), X( tau, 'Phase procedure ended prematurely' ) ) ) ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_18_and_19_noise_20.svg', "->( +( 'Input submission date request', ->( X( tau, 'OLO messaging live' ), +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Enter date termination request received' ), ->( +( X( tau, 'Phase procedure aborted' ), ->( +( X( tau, 'Cease on request' ), ->( +( X( tau, 'Register due date' ), ->( *( ->( X( tau, 'Log date publishing received request', 'Input senddate acknowledgement' ), +( X( tau, 'Input senddate procedure confirmation' ), ->( X( tau, +( X( tau, 'Register termination decision date' ), X( tau, 'Log senddate for confirmation request' ) ) ), X( tau, 'Received via OLO' ), X( tau, 'Provide confirmation receipt' ), +( X( tau, 'Applicant considered stakeholder' ), ->( X( tau, 'Assess provisional charges' ), +( X( tau, 'Initiate WABOprocedure' ), ->( X( tau, 'Draft procedure confirmation' ), +( X( tau, 'Routine procedure activities' ), ->( X( tau, 'Inspect field phased application' ), +( X( tau, 'Alert BAG administrator' ), ->( X( tau, ->( 'Phased application', 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ) ), *( X( 'Distribute', +( X( tau, *( 'No permit needed or just notification needed', tau ) ), ->( X( 'Timeframe for supplying missing data', ->( X( tau, ->( X( 'Form subcases completeness', ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), 'Amend procedure' ) ), 'Transmit procedure confirmation' ) ), X( tau, +( X( tau, 'Finalize request' ), X( tau, 'Draft letter for missing data' ) ) ) ) ) ), tau ) ) ) ) ) ) ) ) ) ) ) ), tau ), X( tau, ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ) ) ), X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ), ->( 'Examine publication date field', 'Cease all running subcases 2b', X( tau, 'case closure' ) ) ) ) ), X( tau, 'Phase procedure ended prematurely' ) ) ) ) ), X( tau, 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), X( tau, 'Phase asked for more information' ) ) ) )")
('BPIC15_4_rev/process_tree_case_size_betwee_18_and_19_noise_30.svg', "->( +( 'Input submission date request', ->( 'OLO messaging live', +( 'Phase of application received', 'Transfer to the competent authority', 'Routine procedure without MER', X( tau, 'Enter date termination request received' ), ->( +( X( tau, 'Phase procedure aborted' ), ->( +( X( tau, 'Cease on request' ), ->( X( tau, 'Register termination decision date' ), X( tau, 'Input senddate acknowledgement' ), *( ->( X( tau, 'Log date publishing received request' ), X( tau, ->( X( ->( X( tau, 'Received via OLO' ), 'Provide confirmation receipt' ), *( 'No permit needed or just notification needed', tau ) ), X( tau, 'Applicant considered stakeholder' ) ) ), X( tau, 'Assess provisional charges' ), +( X( tau, 'Initiate WABOprocedure' ), ->( X( 'Draft procedure confirmation', ->( X( tau, ->( 'Address subcases completeness', X( tau, 'Subcases completeness attained' ) ) ), X( tau, ->( 'Routine procedure activities', X( tau, ->( 'Phased application', 'First or second part', X( tau, 'Start phased application' ), 'Term period of 14 or 26 weeks' ) ) ) ), 'Input senddate procedure confirmation' ) ), X( tau, 'Distribute' ), X( tau, ->( 'Form subcases completeness', 'Amend procedure' ) ) ) ), X( tau, 'Transmit procedure confirmation' ) ), tau ), X( tau, +( 'Enter senddate termination request', 'Terminate request notification' ), ->( 'phase requires notification alone', 'log senddate letter no permit or notification needed', 'draft letter indicating no permit required' ) ), X( tau, 'Register due date' ), X( tau, ->( 'Competent authority action taken', 'Initiate terminate request message' ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Execute termination decision on request', X( tau, 'halt proceedings after request termination' ) ), ->( 'Examine publication date field', 'Cease all running subcases 2b', X( tau, 'case closure' ) ) ) ) ), X( tau, 'Phase procedure ended prematurely' ) ) ) ) ), X( tau, +( 'Timeframe for supplying missing data', 'Finalize request', 'Draft letter for missing data' ) ), X( 'Conclude case', 'Phase of application receptive', 'applicable detailed procedure', ->( 'Decision date ahead of decision', +( 'Fix decision status', 'create decision for no permit' ) ), +( ->( 'Locate missing data', 'Enter senddate retrieve missing data' ), X( tau, 'Phase asked for more information' ) ) ) )")
